,0
AAPL,0.3240563030758099
MSFT,0.32771576038880035
AMZN,0.26384342211245504
META,0.3133006453747216
NVDA,0.8174657921131838
SPY,0.16103898433394237
TLT,-0.008713514272374101
GLD,0.14672033620974245
