Price,SPY
2022-04-20,424.3868713378906
2022-04-21,418.04071044921875
2022-04-22,406.570068359375
2022-04-25,408.9272155761719
2022-04-26,397.0843505859375
2022-04-27,398.2008361816406
2022-04-28,408.25921630859375
2022-04-29,393.17169189453125
2022-05-02,395.53839111328125
2022-05-03,397.3515319824219
2022-05-04,409.4520568847656
2022-05-05,394.89898681640625
2022-05-06,392.5418395996094
2022-05-09,379.97369384765625
2022-05-10,380.8516845703125
2022-05-11,374.8013916015625
2022-05-12,374.41015625
2022-05-13,383.3614807128906
2022-05-16,381.80596923828125
2022-05-17,389.65985107421875
2022-05-18,373.9520568847656
2022-05-19,371.6617431640625
2022-05-20,371.823974609375
2022-05-23,378.7808532714844
2022-05-24,375.889404296875
2022-05-25,379.2102355957031
2022-05-26,386.7874755859375
2022-05-27,396.2826843261719
2022-05-31,394.0591735839844
2022-06-01,390.8718566894531
2022-06-02,398.3153381347656
2022-06-03,391.7784423828125
2022-06-06,392.9713134765625
2022-06-07,396.74078369140625
2022-06-08,392.4273681640625
2022-06-09,383.0942687988281
2022-06-10,371.9861755371094
2022-06-13,357.862548828125
2022-06-14,356.7842102050781
2022-06-15,361.87066650390625
2022-06-16,349.8941345214844
2022-06-17,350.6484375
2022-06-21,359.4755554199219
2022-06-22,358.8237609863281
2022-06-23,362.3411865234375
2022-06-24,373.8614196777344
2022-06-27,372.43341064453125
2022-06-28,364.823486328125
2022-06-29,364.5263977050781
2022-06-30,361.56488037109375
2022-07-01,365.388916015625
2022-07-05,366.0790100097656
2022-07-06,367.3154296875
2022-07-07,372.8167724609375
2022-07-08,372.51007080078125
2022-07-11,368.2547302246094
2022-07-12,364.9960632324219
2022-07-13,363.0791931152344
2022-07-14,362.19744873046875
2022-07-15,369.11724853515625
2022-07-18,366.06951904296875
2022-07-19,375.9604187011719
2022-07-20,378.3564147949219
2022-07-21,382.2093505859375
2022-07-22,378.6631164550781
2022-07-25,379.1231689453125
2022-07-26,374.6378173828125
2022-07-27,384.36578369140625
2022-07-28,389.18658447265625
2022-07-29,394.8604736328125
2022-08-01,393.69122314453125
2022-08-02,391.0939025878906
2022-08-03,397.2182312011719
2022-08-04,396.94989013671875
2022-08-05,396.2789611816406
2022-08-08,395.8189392089844
2022-08-09,394.24713134765625
2022-08-10,402.52789306640625
2022-08-11,402.52789306640625
2022-08-12,409.34222412109375
2022-08-15,411.0290222167969
2022-08-16,411.8341979980469
2022-08-17,408.91094970703125
2022-08-18,410.09942626953125
2022-08-19,404.58843994140625
2022-08-22,396.1639404296875
2022-08-23,395.2054748535156
2022-08-24,396.47064208984375
2022-08-25,402.0678405761719
2022-08-26,388.4582824707031
2022-08-29,385.8896789550781
2022-08-30,381.6534118652344
2022-08-31,378.7493896484375
2022-09-01,379.9378662109375
2022-09-02,375.9316711425781
2022-09-06,374.5131530761719
2022-09-07,381.2413024902344
2022-09-08,383.7332763671875
2022-09-09,389.6945495605469
2022-09-12,393.88287353515625
2022-09-13,376.755859375
2022-09-14,378.1935119628906
2022-09-15,373.8998107910156
2022-09-16,371.04736328125
2022-09-19,373.9247131347656
2022-09-20,369.6326599121094
2022-09-21,363.18487548828125
2022-09-22,360.1341857910156
2022-09-23,354.1001892089844
2022-09-26,350.5971984863281
2022-09-27,349.7021789550781
2022-09-28,356.58306884765625
2022-09-29,349.1344299316406
2022-09-30,343.7355651855469
2022-10-03,352.8106384277344
2022-10-04,363.7430114746094
2022-10-05,362.8961181640625
2022-10-06,359.152587890625
2022-10-07,349.1344299316406
2022-10-10,346.4686584472656
2022-10-11,344.27447509765625
2022-10-12,343.138916015625
2022-10-13,352.1947326660156
2022-10-14,344.1686706542969
2022-10-17,353.01275634765625
2022-10-18,357.16046142578125
2022-10-19,354.6294860839844
2022-10-20,351.6558532714844
2022-10-21,360.2015686035156
2022-10-24,364.6091613769531
2022-10-25,370.4314270019531
2022-10-26,367.6405334472656
2022-10-27,365.6773681640625
2022-10-28,374.3770751953125
2022-10-31,371.6728515625
2022-11-01,370.0464782714844
2022-11-02,360.7597351074219
2022-11-03,357.0450134277344
2022-11-04,362.1839904785156
2022-11-07,365.6484375
2022-11-08,367.621337890625
2022-11-09,360.0475769042969
2022-11-10,379.83367919921875
2022-11-11,383.5099182128906
2022-11-14,380.2475280761719
2022-11-15,383.49066162109375
2022-11-16,380.5650939941406
2022-11-17,379.4006652832031
2022-11-18,381.12322998046875
2022-11-21,379.7374572753906
2022-11-22,384.84759521484375
2022-11-23,387.2727355957031
2022-11-25,387.18609619140625
2022-11-28,381.0078125
2022-11-29,380.35333251953125
2022-11-30,392.334716796875
2022-12-01,392.0460205078125
2022-12-02,391.59368896484375
