Date,META
2018-09-28,163.56268310546875
2018-10-01,161.55372619628906
2018-10-02,158.46067810058594
2018-10-03,161.54373168945312
2018-10-04,157.98330688476562
2018-10-05,156.47158813476562
2018-10-08,156.3920135498047
2018-10-09,157.03848266601562
2018-10-10,150.55404663085938
2018-10-11,152.5133056640625
2018-10-12,152.9011993408203
2018-10-15,152.68238830566406
2018-10-16,157.91368103027344
2018-10-17,158.55015563964844
2018-10-18,154.07472229003906
2018-10-19,153.20948791503906
2018-10-22,153.93548583984375
2018-10-23,153.54763793945312
2018-10-24,145.2431640625
2018-10-25,150.12640380859375
2018-10-26,144.57684326171875
2018-10-29,141.31472778320312
2018-10-30,145.42221069335938
2018-10-31,150.9617919921875
2018-11-01,150.92202758789062
2018-11-02,149.52967834472656
2018-11-05,147.86878967285156
2018-11-06,149.1219024658203
2018-11-07,150.70321655273438
2018-11-08,147.0631866455078
2018-11-09,144.1690673828125
2018-11-12,140.77769470214844
2018-11-13,141.3843536376953
2018-11-14,143.43309020996094
2018-11-15,143.0651397705078
2018-11-16,138.76870727539062
2018-11-19,130.8322296142578
2018-11-20,131.7074432373047
2018-11-21,134.08441162109375
2018-11-23,131.01126098632812
2018-11-26,135.63589477539062
2018-11-27,134.26341247558594
2018-11-28,136.01380920410156
2018-11-29,137.92333984375
2018-11-30,139.8428192138672
2018-12-03,140.32020568847656
2018-12-04,137.17742919921875
2018-12-06,138.8681640625
2018-12-07,136.6702117919922
2018-12-10,141.0760498046875
2018-12-11,141.3048095703125
2018-12-12,143.71157836914062
2018-12-13,144.21881103515625
2018-12-14,143.27398681640625
2018-12-17,139.42510986328125
2018-12-18,142.8761749267578
2018-12-19,132.51303100585938
2018-12-20,132.67213439941406
2018-12-21,124.26824188232422
2018-12-24,123.38311004638672
2018-12-26,133.44789123535156
2018-12-27,133.7860565185547
2018-12-28,132.47323608398438
2018-12-31,130.37477111816406
2019-01-02,134.939697265625
2019-01-03,131.02120971679688
2019-01-04,137.1973114013672
2019-01-07,137.29678344726562
2019-01-08,141.75234985351562
2019-01-09,143.4430694580078
2019-01-10,143.4132080078125
2019-01-11,143.01541137695312
2019-01-14,144.5967254638672
2019-01-15,148.1372833251953
2019-01-16,146.73500061035156
2019-01-17,147.49085998535156
2019-01-18,149.2213592529297
2019-01-22,146.7648468017578
2019-01-23,143.5126953125
2019-01-24,145.0343475341797
2019-01-25,148.1969757080078
2019-01-28,146.66537475585938
2019-01-29,143.4032745361328
2019-01-30,149.5992889404297
2019-01-31,165.78050231933594
2019-02-01,164.80587768554688
2019-02-04,168.3265380859375
2019-02-05,170.22613525390625
2019-02-06,169.55979919433594
2019-02-07,165.4722137451172
2019-02-08,166.4170379638672
2019-02-11,164.8854217529297
2019-02-12,164.13951110839844
2019-02-13,163.17481994628906
2019-02-14,163.0554656982422
2019-02-15,161.61338806152344
2019-02-19,161.40452575683594
2019-02-20,161.67306518554688
2019-02-21,159.16677856445312
2019-02-22,161.00669860839844
2019-02-25,163.72181701660156
2019-02-26,163.2344970703125
2019-02-27,161.9216766357422
2019-02-28,160.56910705566406
2019-03-01,161.3945770263672
2019-03-04,166.456787109375
2019-03-05,170.32557678222656
2019-03-06,171.56874084472656
2019-03-07,168.2072296142578
2019-03-08,168.67465209960938
2019-03-11,171.13116455078125
2019-03-12,170.9819793701172
2019-03-13,172.42405700683594
2019-03-14,169.2415313720703
2019-03-15,165.07437133789062
2019-03-18,159.59446716308594
2019-03-19,160.68844604492188
2019-03-20,164.53732299804688
2019-03-21,165.17384338378906
2019-03-22,163.44332885742188
2019-03-25,165.38270568847656
2019-03-26,166.76510620117188
2019-03-27,164.96498107910156
2019-03-28,164.64674377441406
2019-03-29,165.78050231933594
2019-04-01,167.779541015625
2019-04-02,173.24952697753906
2019-04-03,172.59312438964844
2019-04-04,175.0596160888672
2019-04-05,174.76124572753906
2019-04-08,173.97555541992188
2019-04-09,176.61109924316406
2019-04-10,176.84979248046875
2019-04-11,176.54148864746094
2019-04-12,178.12283325195312
2019-04-15,178.66978454589844
2019-04-16,177.89407348632812
2019-04-17,177.80458068847656
2019-04-18,177.30728149414062
2019-04-22,180.4500274658203
2019-04-23,182.77728271484375
2019-04-24,181.5838165283203
2019-04-25,192.20555114746094
2019-04-26,190.44522094726562
2019-04-29,193.7172393798828
2019-04-30,192.3448028564453
2019-05-01,191.976806640625
2019-05-02,191.47952270507812
2019-05-03,194.4034881591797
2019-05-06,192.8221893310547
2019-05-07,188.73458862304688
2019-05-08,188.50582885742188
2019-05-09,187.62069702148438
2019-05-10,187.31239318847656
2019-05-13,180.5494842529297
2019-05-14,179.743896484375
2019-05-15,185.25369262695312
2019-05-16,185.96974182128906
2019-05-17,184.28897094726562
2019-05-20,181.7230682373047
2019-05-21,183.81161499023438
2019-05-22,184.3088836669922
2019-05-23,179.88314819335938
2019-05-24,180.07211303710938
2019-05-28,183.30438232421875
2019-05-29,181.1959686279297
2019-05-30,182.01145935058594
2019-05-31,176.501708984375
2019-06-03,163.25436401367188
2019-06-04,166.58612060546875
2019-06-05,167.25242614746094
2019-06-06,167.41156005859375
2019-06-07,172.40420532226562
2019-06-10,173.8661651611328
2019-06-11,177.12828063964844
2019-06-12,174.08493041992188
2019-06-13,176.501708984375
2019-06-14,180.3406524658203
2019-06-17,187.9787139892578
2019-06-18,187.44166564941406
2019-06-19,186.45709228515625
2019-06-20,188.49591064453125
2019-06-21,190.09710693359375
2019-06-24,191.54916381835938
2019-06-25,187.80966186523438
2019-06-26,186.63609313964844
2019-06-27,188.466064453125
2019-06-28,191.9469757080078
2019-07-01,191.9469757080078
2019-07-02,193.93605041503906
2019-07-03,196.12405395507812
2019-07-05,195.32839965820312
2019-07-08,194.69189453125
2019-07-09,198.1230926513672
2019-07-10,201.62387084960938
2019-07-11,200.13206481933594
2019-07-12,203.752197265625
2019-07-15,202.79745483398438
2019-07-16,202.72781372070312
2019-07-17,200.69894409179688
2019-07-18,199.6845245361328
2019-07-19,197.27772521972656
2019-07-22,201.21612548828125
2019-07-23,201.25588989257812
2019-07-24,203.54335021972656
2019-07-25,199.6149139404297
2019-07-26,198.66012573242188
2019-07-29,194.8709259033203
2019-07-30,195.96490478515625
2019-07-31,193.1702423095703
2019-08-01,191.67843627929688
2019-08-02,187.9886932373047
2019-08-05,180.73843383789062
2019-08-06,183.50328063964844
2019-08-07,184.13978576660156
2019-08-08,189.12246704101562
2019-08-09,186.8250732421875
2019-08-12,184.3585968017578
2019-08-13,187.4217987060547
2019-08-14,178.7294921875
2019-08-15,181.59376525878906
2019-08-16,182.69772338867188
2019-08-19,185.15423583984375
2019-08-20,182.80711364746094
2019-08-21,182.54852294921875
2019-08-22,181.04676818847656
2019-08-23,176.78016662597656
2019-08-26,179.37591552734375
2019-08-27,180.31080627441406
2019-08-28,180.76828002929688
2019-08-29,184.55751037597656
2019-08-30,184.65696716308594
2019-09-03,181.3948516845703
2019-09-04,186.11895751953125
2019-09-05,189.85842895507812
2019-09-06,186.46702575683594
2019-09-09,187.73011779785156
2019-09-10,185.15423583984375
2019-09-11,187.46157836914062
2019-09-12,186.4471435546875
2019-09-13,186.16867065429688
2019-09-16,185.20394897460938
2019-09-17,187.05381774902344
2019-09-18,187.11349487304688
2019-09-19,189.10255432128906
2019-09-20,188.89370727539062
2019-09-23,185.80068969726562
2019-09-24,180.29090881347656
2019-09-25,181.80262756347656
2019-09-26,179.12728881835938
2019-09-27,176.1337127685547
2019-09-30,177.10836791992188
2019-10-01,174.8507537841797
2019-10-02,173.64736938476562
2019-10-03,178.40127563476562
2019-10-04,179.4654541015625
2019-10-07,178.69961547851562
2019-10-08,176.78016662597656
2019-10-09,178.8687286376953
2019-10-10,179.04774475097656
2019-10-11,183.18502807617188
2019-10-14,182.27999877929688
2019-10-15,187.85939025878906
2019-10-16,188.5157928466797
2019-10-17,189.35122680664062
2019-10-18,184.8359832763672
2019-10-21,188.72463989257812
2019-10-22,181.3451385498047
2019-10-23,185.1343231201172
2019-10-24,185.3630828857422
2019-10-25,186.86485290527344
2019-10-28,188.36659240722656
2019-10-29,188.27711486816406
2019-10-30,187.222900390625
2019-10-31,190.6043243408203
2019-11-01,192.5635986328125
2019-11-04,193.65756225585938
2019-11-05,193.25975036621094
2019-11-06,190.5048828125
2019-11-07,189.38104248046875
2019-11-08,189.79876708984375
2019-11-11,188.57546997070312
2019-11-12,193.408935546875
2019-11-13,192.1359405517578
2019-11-14,192.09613037109375
2019-11-15,194.0355224609375
2019-11-18,196.3229522705078
2019-11-19,198.2324676513672
2019-11-20,196.43234252929688
2019-11-21,196.8500518798828
2019-11-22,197.73521423339844
2019-11-25,198.69992065429688
2019-11-26,197.88438415527344
2019-11-27,200.89785766601562
2019-11-29,200.53982543945312
2019-12-02,198.6103973388672
2019-12-03,197.73521423339844
2019-12-04,197.62582397460938
2019-12-05,198.27224731445312
2019-12-06,199.9530487060547
2019-12-09,200.241455078125
2019-12-10,199.77403259277344
2019-12-11,201.1564483642578
2019-12-12,195.67652893066406
2019-12-13,193.0509033203125
2019-12-16,196.84011840820312
2019-12-17,197.30755615234375
2019-12-18,201.3951416015625
2019-12-19,204.93569946289062
2019-12-20,205.17440795898438
2019-12-23,205.0550537109375
2019-12-24,204.00082397460938
2019-12-26,206.65625
2019-12-27,206.96458435058594
2019-12-30,203.2947235107422
2019-12-31,204.13015747070312
2020-01-02,208.63539123535156
2020-01-03,207.53146362304688
2020-01-06,211.44003295898438
2020-01-07,211.89752197265625
2020-01-08,214.0457305908203
2020-01-09,217.1089324951172
2020-01-10,216.8702392578125
2020-01-13,220.69924926757812
2020-01-14,217.86477661132812
2020-01-15,219.94337463378906
2020-01-16,220.55999755859375
2020-01-17,220.92796325683594
2020-01-21,220.23178100585938
2020-01-22,220.11244201660156
2020-01-23,218.56094360351562
2020-01-24,216.7509002685547
2020-01-27,213.6976318359375
2020-01-28,216.60169982910156
2020-01-29,222.01202392578125
2020-01-30,208.3867950439453
2020-01-31,200.80833435058594
2020-02-03,203.07591247558594
2020-02-04,208.68515014648438
2020-02-05,208.96360778808594
2020-02-06,209.6995849609375
2020-02-07,211.17149353027344
2020-02-10,211.89752197265625
2020-02-11,206.05953979492188
2020-02-12,209.61004638671875
2020-02-13,211.97708129882812
2020-02-14,213.0113983154297
2020-02-18,216.61166381835938
2020-02-19,216.3033447265625
2020-02-20,213.4092254638672
2020-02-21,209.033203125
2020-02-24,199.6248321533203
2020-02-25,195.69639587402344
2020-02-26,196.12405395507812
2020-02-27,188.7146759033203
2020-02-28,191.41986083984375
2020-03-02,195.36819458007812
2020-03-03,184.87574768066406
2020-03-04,190.71371459960938
2020-03-05,184.15966796875
2020-03-06,180.10194396972656
2020-03-09,168.57518005371094
2020-03-10,177.2177734375
2020-03-11,169.3111572265625
2020-03-12,153.62718200683594
2020-03-13,169.35093688964844
2020-03-16,145.21334838867188
2020-03-17,148.60475158691406
2020-03-18,146.15817260742188
2020-03-19,152.29449462890625
2020-03-20,148.91305541992188
2020-03-23,147.2919464111328
2020-03-24,160.10165405273438
2020-03-25,155.3577117919922
2020-03-26,162.44879150390625
2020-03-27,155.93450927734375
2020-03-30,165.04454040527344
2020-03-31,165.88990783691406
2020-04-01,158.7292022705078
2020-04-02,157.32688903808594
2020-04-03,153.3387451171875
2020-04-06,164.64674377441406
2020-04-07,167.90882873535156
2020-04-08,173.32907104492188
2020-04-09,174.23414611816406
2020-04-13,173.83633422851562
2020-04-14,177.19786071777344
2020-04-15,176.00440979003906
2020-04-16,175.28836059570312
2020-04-17,178.2620391845703
2020-04-20,177.2675018310547
2020-04-21,169.86810302734375
2020-04-22,181.28546142578125
2020-04-23,184.1199188232422
2020-04-24,189.032958984375
2020-04-27,186.4769744873047
2020-04-28,181.9120330810547
2020-04-29,193.13047790527344
2020-04-30,203.59307861328125
2020-05-01,201.1663818359375
2020-05-04,204.1400604248047
2020-05-05,205.94020080566406
2020-05-06,207.33255004882812
2020-05-07,210.10733032226562
2020-05-08,211.19139099121094
2020-05-11,212.01687622070312
2020-05-12,208.9536590576172
2020-05-13,203.98094177246094
2020-05-14,205.68162536621094
2020-05-15,209.7294158935547
2020-05-18,212.0268096923828
2020-05-19,215.69667053222656
2020-05-20,228.7152557373047
2020-05-21,230.12750244140625
2020-05-22,233.6282958984375
2020-05-26,230.93309020996094
2020-05-27,227.88980102539062
2020-05-28,224.22987365722656
2020-05-29,223.8618927001953
2020-06-01,230.64466857910156
2020-06-02,231.45025634765625
2020-06-03,228.9042205810547
2020-06-04,225.05531311035156
2020-06-05,229.51089477539062
2020-06-08,230.13743591308594
2020-06-09,237.36776733398438
2020-06-10,235.43836975097656
2020-06-11,223.20545959472656
2020-06-12,227.33282470703125
2020-06-15,231.23143005371094
2020-06-16,234.3642578125
2020-06-17,234.2449188232422
2020-06-18,234.65267944335938
2020-06-19,237.4871063232422
2020-06-22,237.91477966308594
2020-06-23,240.91831970214844
2020-06-24,232.74317932128906
2020-06-25,234.3940887451172
2020-06-26,214.9010467529297
2020-06-29,219.4361572265625
2020-06-30,225.83106994628906
2020-07-01,236.25390625
2020-07-02,232.1464385986328
2020-07-06,238.968994140625
2020-07-07,239.5458221435547
2020-07-08,242.25099182128906
2020-07-09,243.16595458984375
2020-07-10,243.7328643798828
2020-07-13,237.69598388671875
2020-07-14,238.42201232910156
2020-07-15,238.968994140625
2020-07-16,239.61544799804688
2020-07-17,240.70945739746094
2020-07-20,244.08096313476562
2020-07-21,240.4309844970703
2020-07-22,238.5612335205078
2020-07-23,231.33090209960938
2020-07-24,229.45123291015625
2020-07-27,232.22598266601562
2020-07-28,228.8644256591797
2020-07-29,232.0171356201172
2020-07-30,233.22056579589844
2020-07-31,252.2859344482422
2020-08-03,250.5852813720703
2020-08-04,248.4669189453125
2020-08-05,247.76077270507812
2020-08-06,263.8326416015625
2020-08-07,266.9753112792969
2020-08-10,261.5650329589844
2020-08-11,254.73251342773438
2020-08-12,258.47198486328125
2020-08-13,259.8742980957031
2020-08-14,259.81463623046875
2020-08-17,259.7350769042969
2020-08-18,260.9086608886719
2020-08-19,261.1572570800781
2020-08-20,267.5422668457031
2020-08-21,265.55316162109375
2020-08-24,269.9093017578125
2020-08-25,279.2878112792969
2020-08-26,302.25189208984375
2020-08-27,291.6201477050781
2020-08-28,292.0577392578125
2020-08-31,291.60028076171875
2020-09-01,293.82806396484375
2020-09-02,300.84954833984375
2020-09-03,289.53155517578125
2020-09-04,281.1874084472656
2020-09-08,269.6805419921875
2020-09-09,272.2265319824219
2020-09-10,266.6272888183594
2020-09-11,265.15533447265625
2020-09-14,264.69781494140625
2020-09-15,270.93365478515625
2020-09-16,262.0821838378906
2020-09-17,253.4296417236328
2020-09-18,251.15216064453125
2020-09-21,246.79605102539062
2020-09-22,253.36004638671875
2020-09-23,247.6613311767578
2020-09-24,248.16851806640625
2020-09-25,253.4296417236328
2020-09-28,255.4187774658203
2020-09-29,260.36163330078125
2020-09-30,260.4710388183594
2020-10-01,265.17523193359375
2020-10-02,258.5217590332031
2020-10-05,263.2060546875
2020-10-06,257.24871826171875
2020-10-07,256.711669921875
2020-10-08,262.3209228515625
2020-10-09,263.0071716308594
2020-10-12,274.2454528808594
2020-10-13,274.63336181640625
2020-10-14,270.3369140625
2020-10-15,265.2647705078125
2020-10-16,264.47906494140625
2020-10-19,259.9737243652344
2020-10-20,266.10015869140625
2020-10-21,277.209228515625
2020-10-22,276.6025085449219
2020-10-23,283.23614501953125
2020-10-26,275.5980529785156
2020-10-27,281.7443542480469
2020-10-28,266.2095642089844
2020-10-29,279.2977600097656
2020-10-30,261.6744079589844
2020-11-02,259.9339599609375
2020-11-03,263.8524475097656
2020-11-04,285.8119812011719
2020-11-05,293.0721740722656
2020-11-06,291.80914306640625
2020-11-09,277.24896240234375
2020-11-10,270.9435729980469
2020-11-11,274.97149658203125
2020-11-12,273.5791320800781
2020-11-13,275.4389343261719
2020-11-16,277.43792724609375
2020-11-17,273.49957275390625
2020-11-18,270.4861145019531
2020-11-19,271.4507751464844
2020-11-20,268.2284851074219
2020-11-23,266.9654541015625
2020-11-24,275.4090881347656
2020-11-25,274.0863342285156
2020-11-27,276.294189453125
2020-11-30,275.45880126953125
2020-12-01,284.98651123046875
2020-12-02,285.9512634277344
2020-12-03,280.31219482421875
2020-12-04,278.1739196777344
2020-12-07,284.0218200683594
2020-12-08,281.85369873046875
2020-12-09,276.40362548828125
2020-12-10,275.60797119140625
2020-12-11,272.0574645996094
2020-12-14,272.69403076171875
2020-12-15,274.04656982421875
2020-12-16,274.16595458984375
2020-12-17,272.9823913574219
2020-12-18,274.89190673828125
2020-12-21,271.3016357421875
2020-12-22,265.6326904296875
2020-12-23,266.64715576171875
2020-12-24,265.9410400390625
2020-12-28,275.4886474609375
2020-12-29,275.26983642578125
2020-12-30,270.3866271972656
2020-12-31,271.6696472167969
2021-01-04,267.4726257324219
2021-01-05,269.4915771484375
2021-01-06,261.8733215332031
2021-01-07,267.2737121582031
2021-01-08,266.1100769042969
2021-01-11,255.4386444091797
2021-01-12,249.72000122070312
2021-01-13,250.26699829101562
2021-01-14,244.2997283935547
2021-01-15,249.98855590820312
2021-01-19,259.6753845214844
2021-01-20,266.0205993652344
2021-01-21,271.3811950683594
2021-01-22,273.0022888183594
2021-01-25,276.4931640625
2021-01-26,280.5110778808594
2021-01-27,270.6551818847656
2021-01-28,263.55413818359375
2021-01-29,256.9205017089844
2021-02-01,260.5804748535156
2021-02-02,265.6227722167969
2021-02-03,265.19512939453125
2021-02-04,265.03594970703125
2021-02-05,266.63720703125
2021-02-08,265.12548828125
2021-02-09,267.9798278808594
2021-02-10,270.3866271972656
2021-02-11,268.91473388671875
2021-02-12,269.02410888671875
2021-02-16,272.4751892089844
2021-02-17,272.077392578125
2021-02-18,267.920166015625
2021-02-19,260.13287353515625
2021-02-22,258.90960693359375
2021-02-23,264.409423828125
2021-02-24,262.867919921875
2021-02-25,253.30038452148438
2021-02-26,256.2143859863281
2021-03-01,263.4646301269531
2021-03-02,257.58685302734375
2021-03-03,254.01644897460938
2021-03-04,256.2342834472656
2021-03-05,262.83807373046875
2021-03-08,253.9169921875
2021-03-09,264.2900695800781
2021-03-10,263.45465087890625
2021-03-11,272.3857116699219
2021-03-12,266.9355773925781
2021-03-15,272.25634765625
2021-03-16,277.7561950683594
2021-03-17,282.4604187011719
2021-03-18,277.0998229980469
2021-03-19,288.5271301269531
2021-03-22,291.93841552734375
2021-03-23,289.04425048828125
2021-03-24,280.6006164550781
2021-03-25,277.2191162109375
2021-03-26,281.4757995605469
2021-03-29,289.2332458496094
2021-03-30,286.4286193847656
2021-03-31,292.9230041503906
2021-04-01,297.0304870605469
2021-04-05,307.22454833984375
2021-04-06,304.5889892578125
2021-04-07,311.3817443847656
2021-04-08,311.31207275390625
2021-04-09,310.75518798828125
2021-04-12,309.8402099609375
2021-04-13,308.0699157714844
2021-04-14,301.167724609375
2021-04-15,306.1405029296875
2021-04-16,304.50946044921875
2021-04-19,300.5909423828125
2021-04-20,300.9986877441406
2021-04-21,299.8251037597656
2021-04-22,294.9021301269531
2021-04-23,299.48699951171875
2021-04-26,301.3866271972656
2021-04-27,301.9136962890625
2021-04-28,305.4244079589844
2021-04-29,327.7121887207031
2021-04-30,323.3063049316406
2021-05-03,320.8199768066406
2021-05-04,316.6229248046875
2021-05-05,313.3011779785156
2021-05-06,318.27392578125
2021-05-07,317.33905029296875
2021-05-10,304.3005676269531
2021-05-11,304.8575134277344
2021-05-12,300.8992614746094
2021-05-13,303.594482421875
2021-05-14,314.2162170410156
2021-05-17,313.7388000488281
2021-05-18,308.268798828125
2021-05-19,311.8790283203125
2021-05-20,316.87158203125
2021-05-21,314.5046081542969
2021-05-24,322.8587646484375
2021-05-25,326.0015563964844
2021-05-26,325.8722229003906
2021-05-27,330.9344787597656
2021-05-28,326.9364013671875
2021-06-01,327.3341979980469
2021-06-02,327.3541259765625
2021-06-03,324.2611083984375
2021-06-04,328.547607421875
2021-06-07,334.74359130859375
2021-06-08,331.859375
2021-06-09,328.4481506347656
2021-06-10,330.6460876464844
2021-06-11,329.45257568359375
2021-06-14,334.9324951171875
2021-06-15,334.91265869140625
2021-06-16,329.2735900878906
2021-06-17,334.6739807128906
2021-06-18,327.8613586425781
2021-06-21,330.47698974609375
2021-06-22,337.18023681640625
2021-06-23,338.731689453125
2021-06-24,341.3075866699219
2021-06-25,339.5074157714844
2021-06-28,353.6995849609375
2021-06-29,349.9700927734375
2021-06-30,345.8128662109375
2021-07-01,352.4564208984375
2021-07-02,352.7646789550781
2021-07-06,350.855224609375
2021-07-07,348.5776672363281
2021-07-08,343.7640686035156
2021-07-09,348.5080871582031
2021-07-12,351.23309326171875
2021-07-13,350.1689758300781
2021-07-14,345.7332458496094
2021-07-15,342.58056640625
2021-07-16,339.298583984375
2021-07-19,335.111572265625
2021-07-20,339.7958984375
2021-07-21,344.3409423828125
2021-07-22,349.27386474609375
2021-07-23,367.7723693847656
2021-07-26,370.4278259277344
2021-07-27,365.80316162109375
2021-07-28,371.24334716796875
2021-07-29,356.3649597167969
2021-07-30,354.35595703125
2021-08-02,350.0296936035156
2021-08-03,349.3235778808594
2021-08-04,356.9617004394531
2021-08-05,360.9895935058594
2021-08-06,361.52667236328125
2021-08-09,359.6369934082031
2021-08-10,359.15966796875
2021-08-11,357.9959716796875
2021-08-12,360.67132568359375
2021-08-13,361.19842529296875
2021-08-16,364.55999755859375
2021-08-17,356.4942626953125
2021-08-18,353.5106506347656
2021-08-19,353.1824035644531
2021-08-20,357.4092102050781
2021-08-23,361.3675231933594
2021-08-24,363.5157470703125
2021-08-25,366.38006591796875
2021-08-26,362.3919372558594
2021-08-27,370.5968933105469
2021-08-30,378.58306884765625
2021-08-31,377.31005859375
2021-09-01,379.9654846191406
2021-09-02,373.2324523925781
2021-09-03,374.2070617675781
2021-09-07,380.09478759765625
2021-09-08,375.5098876953125
2021-09-09,375.9375915527344
2021-09-10,376.62384033203125
2021-09-13,374.4556884765625
2021-09-14,374.4755859375
2021-09-15,371.8798522949219
2021-09-16,371.0245361328125
2021-09-17,362.7300720214844
2021-09-20,353.7592468261719
2021-09-21,355.5295715332031
